file_path,refactoring_type,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
plugins/hg4idea/testSrc/org/zmlx/hg4idea/test/HgMoveTest.java,Inline Variable,1,1,1,dummy_commit_192
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,2,1,1,dummy_commit_77
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_132
platform/lang-impl/src/com/intellij/codeInsight/lookup/impl/LookupImpl.java,Add Parameter Annotation,1,1,1,dummy_commit_294
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,1,1,1,dummy_commit_78
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Extract Method,38,1,1,dummy_commit_46
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Method,55,1,1,dummy_commit_336
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Add Class Annotation,44,1,1,dummy_commit_73
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Method Annotation,4,1,1,dummy_commit_247
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_155
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Rename Method,55,1,1,dummy_commit_209
platform/core-impl/src/com/intellij/psi/impl/PsiDocumentManagerBase.java,Add Method Annotation,6,1,1,dummy_commit_82
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,3,1,1,dummy_commit_94
platform/xdebugger-impl/src/com/intellij/xdebugger/impl/ui/tree/nodes/WatchNodeImpl.java,Add Method Annotation,3,1,1,dummy_commit_196
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_350
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,5,1,1,dummy_commit_312
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_349
plugins/hg4idea/testSrc/org/zmlx/hg4idea/test/HgMoveTest.java,Change Variable Type,1,1,1,dummy_commit_193
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Method,22,1,1,dummy_commit_75
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Rename Method,55,1,1,dummy_commit_84
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_363
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_16
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,7,1,1,dummy_commit_66
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_284
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_7
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_113
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Attribute Annotation,1,1,1,dummy_commit_116
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,1,1,1,dummy_commit_331
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Method,22,1,1,dummy_commit_325
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_275
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,2,1,1,dummy_commit_202
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_110
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_277
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,6,1,1,dummy_commit_60
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_158
platform/analysis-impl/src/com/intellij/codeInsight/completion/CompletionProcessBase.java,Add Parameter Annotation,1,1,1,dummy_commit_265
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_223
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_242
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_141
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_17
platform/platform-impl/src/com/intellij/openapi/progress/impl/CheckCanceledEvent.java,Add Class Annotation,46,1,1,dummy_commit_194
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_24
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,1,1,1,dummy_commit_203
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,2,1,1,dummy_commit_327
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Attribute Annotation,1,1,1,dummy_commit_366
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Change Thrown Exception Type,1,1,1,dummy_commit_218
platform/analysis-impl/src/com/intellij/codeInsight/completion/CompletionProcessBase.java,Add Parameter Annotation,1,1,1,dummy_commit_140
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,15,1,1,dummy_commit_307
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,13,1,1,dummy_commit_347
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_370
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,4,1,1,dummy_commit_305
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_244
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Method Annotation,3,1,1,dummy_commit_272
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_173
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_351
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_19
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Replace Anonymous With Class,44,1,1,dummy_commit_324
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,1,1,1,dummy_commit_79
platform/testFramework/src/com/intellij/testFramework/fixtures/EditorTestFixture.java,Add Parameter Annotation,1,1,1,dummy_commit_168
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_18
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Rename Method,10,1,1,dummy_commit_333
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_104
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_286
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_118
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_163
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_31
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_36
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Remove Parameter Modifier,1,1,1,dummy_commit_165
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_224
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_227
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_271
platform/analysis-impl/src/com/intellij/codeInsight/completion/BaseCompletionLookupArranger.java,Add Parameter Annotation,1,1,1,dummy_commit_139
plugins/kotlin/idea/tests/test/org/jetbrains/kotlin/idea/inspections/LocalInspectionTestGenerated.java,Modify Class Annotation,1,1,1,dummy_commit_175
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Add Class Annotation,65,1,1,dummy_commit_176
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Variable Type,1,1,1,dummy_commit_59
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,21,1,1,dummy_commit_111
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_358
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_6
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_268
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_258
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_10
json/backend/src/com/jetbrains/jsonSchema/impl/fixes/AddMissingPropertyFix.java,Extract Variable,1,1,1,dummy_commit_195
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_103
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,1,1,1,dummy_commit_81
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Variable Type,1,1,1,dummy_commit_183
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Variable Type,1,1,1,dummy_commit_302
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Change Method Access Modifier,38,1,1,dummy_commit_231
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,6,1,1,dummy_commit_310
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_148
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_255
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_237
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Method Annotation,3,1,1,dummy_commit_147
plugins/hg4idea/testSrc/org/zmlx/hg4idea/test/HgMoveTest.java,Change Variable Type,1,1,1,dummy_commit_318
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Variable,5,1,1,dummy_commit_92
platform/platform-impl/src/com/intellij/openapi/progress/impl/CheckCanceledEvent.java,Add Class Annotation,46,1,1,dummy_commit_69
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Change Attribute Type,1,1,1,dummy_commit_253
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_96
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_143
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_282
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Method Annotation,13,1,1,dummy_commit_97
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Change Method Access Modifier,38,1,1,dummy_commit_356
plugins/hg4idea/testSrc/org/zmlx/hg4idea/test/HgMoveTest.java,Change Variable Type,1,1,1,dummy_commit_68
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_23
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_37
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_144
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Method Annotation,4,1,1,dummy_commit_122
plugins/hg4idea/testSrc/org/zmlx/hg4idea/test/HgMoveTest.java,Inline Variable,1,1,1,dummy_commit_67
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Rename Variable,1,1,1,dummy_commit_329
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_353
plugins/kotlin/idea/tests/test/org/jetbrains/kotlin/idea/inspections/LocalInspectionTestGenerated.java,Move Class,33,1,1,dummy_commit_299
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Change Variable Type,1,1,1,dummy_commit_339
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Extract Method,14,1,1,dummy_commit_125
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_146
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Method,55,1,1,dummy_commit_211
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Method,55,1,1,dummy_commit_86
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,6,1,1,dummy_commit_314
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,15,1,1,dummy_commit_182
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Change Variable Type,2,1,1,dummy_commit_326
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Rename Variable,1,1,1,dummy_commit_292
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_281
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,4,1,1,dummy_commit_180
json/backend/src/com/jetbrains/jsonSchema/impl/fixes/AddMissingPropertyFix.java,Extract Variable,1,1,1,dummy_commit_320
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_369
platform/analysis-impl/src/com/intellij/codeInsight/completion/CompletionProcessEx.java,Add Parameter Annotation,1,1,1,dummy_commit_262
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Remove Attribute Modifier,1,1,1,dummy_commit_129
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_38
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_11
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_246
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Change Method Access Modifier,6,1,1,dummy_commit_185
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Add Class Annotation,44,1,1,dummy_commit_198
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_112
platform/util/testSrc/com/intellij/util/EnvironmentUtilTest.java,Modify Method Annotation,1,1,1,dummy_commit_179
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_245
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_233
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_117
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_346
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_360
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_364
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Variable,14,1,1,dummy_commit_338
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_164
platform/lang-impl/src/com/intellij/codeInsight/completion/CodeCompletionHandlerBase.java,Add Parameter Annotation,1,1,1,dummy_commit_225
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Attribute Annotation,1,1,1,dummy_commit_136
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_154
platform/platform-impl/src/com/intellij/openapi/wm/impl/welcomeScreen/ActionGroupPanelWrapper.java,Replace Anonymous With Class,44,1,1,dummy_commit_199
platform/xdebugger-impl/src/com/intellij/xdebugger/impl/ui/tree/nodes/XEvaluationCallbackWithOrigin.java,Add Class Annotation,3,1,1,dummy_commit_197
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_367
platform/analysis-api/src/com/intellij/openapi/vfs/newvfs/TransientVirtualFileImpl.java,Rename Attribute,1,1,1,dummy_commit_2
platform/lang-impl/src/com/intellij/codeInsight/completion/ActionTracker.java,Extract Method,16,1,1,dummy_commit_373
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Remove Parameter Modifier,1,1,1,dummy_commit_115
platform/platform-tests/testSrc/com/intellij/psi/impl/PsiDocumentManagerImplTest.java,Extract Method,55,1,1,dummy_commit_210
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_298
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_26
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionPhase.java,Add Parameter Annotation,1,1,1,dummy_commit_120
platform/lang-impl/src/com/intellij/codeInsight/completion/CompletionProgressIndicator.java,Add Parameter Annotation,1,1,1,dummy_commit_285
