refactoring_type,predicted,correct,file_path
Change Variable Type,Parameterize Variable,False,server/src/test/java/org/elasticsearch/transport/RemoteClusterServiceTests.java
Change Return Type,Change Variable Type,False,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java
Rename Method,Add Parameter Modifier,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/DocVectorTests.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxBytesRefGroupingAggregatorFunction.java
Remove Method Modifier,Remove Method Modifier,True,test/framework/src/main/java/org/elasticsearch/entitlement/bootstrap/TestEntitlementBootstrap.java
Reorder Parameter,Inline Variable,False,test/yaml-rest-runner/src/main/java/org/elasticsearch/test/rest/yaml/ESClientYamlSuiteTestCase.java
Rename Parameter,Change Parameter Type,False,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/CountDistinctBooleanAggregator.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/PercentileIntAggregatorFunction.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationFloatGroupingAggregatorFunction.java
Rename Variable,Change Variable Type,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/date/DateTrunc.java
Pull Up Method,Pull Up Method,True,server/src/internalClusterTest/java/org/elasticsearch/snapshots/SnapshotShutdownIT.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxFloatAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBooleanGroupingAggregatorFunction.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/action/termvectors/TransportTermVectorsAction.java
Rename Variable,Remove Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/RateLongGroupingAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/logsdb/src/test/java/org/elasticsearch/xpack/logsdb/patternedtext/PatternedTextFieldMapperTests.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianShapeSourceValuesAggregatorFunction.java
Change Attribute Access Modifier,Move Attribute,False,server/src/main/java/org/elasticsearch/TransportVersions.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctFloatGroupingAggregatorFunction.java
Change Parameter Type,Remove Parameter,False,server/src/main/java/org/elasticsearch/action/admin/cluster/stats/ClusterStatsResponse.java
Rename Variable,Change Return Type,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeFloatGroupingAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesBooleanAggregatorFunction.java
Rename Variable,Change Variable Type,False,server/src/internalClusterTest/java/org/elasticsearch/indices/cluster/RemoteSearchForceConnectTimeoutIT.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumFloatGroupingAggregatorFunction.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/local/LocalSubstituteSurrogateExpressionTests.java
Remove Parameter,Remove Parameter,True,modules/repository-gcs/src/internalClusterTest/java/org/elasticsearch/repositories/gcs/GoogleCloudStorageBlobStoreRepositoryTests.java
Extract Method,Extract Method,True,server/src/main/java/org/elasticsearch/common/network/InetAddresses.java
Add Variable Modifier,Localize Parameter,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesBytesRefAggregator.java
Extract Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopIpGroupingAggregatorFunction.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopDoubleAggregatorFunction.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/index/codec/tsdb/es819/ES819TSDBDocValuesConsumer.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumLongAggregatorFunction.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxBytesRefGroupingAggregatorFunction.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoShapeDocValuesAggregatorFunction.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevDoubleAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopLongGroupingAggregatorFunction.java
Add Method Modifier,Add Method Modifier,True,x-pack/plugin/enrich/qa/rest-with-security/src/javaRestTest/java/org/elasticsearch/xpack/enrich/EnrichSecurityIT.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumFloatAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointDocValuesGroupingAggregatorFunction.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesGroupingAggregatorFunction.java
Change Variable Type,Remove Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/RateIntGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumIntGroupingAggregatorFunction.java
Rename Method,Extract Method,False,server/src/test/java/org/elasticsearch/common/util/concurrent/TaskExecutionTimeTrackingEsThreadPoolExecutorTests.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/index/mapper/KeywordScriptBlockDocValuesReader.java
Rename Attribute,Rename Attribute,True,server/src/main/java/org/elasticsearch/index/snapshots/IndexShardSnapshotStatus.java
Change Return Type,Change Parameter Type,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/FirstOverTimeFloatGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java
Rename Method,Extract Method,False,server/src/main/java/org/elasticsearch/inference/UnifiedCompletionRequest.java
Rename Method,Rename Method,True,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParserListener.java
Add Parameter,Add Parameter,True,modules/repository-url/src/main/java/org/elasticsearch/plugin/repository/url/URLRepositoryPlugin.java
Extract Method,Extract Method,True,test/framework/src/main/java/org/elasticsearch/index/mapper/MapperTestCase.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesGroupingAggregatorFunction.java
Extract Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationLongGroupingAggregatorFunction.java
Change Method Access Modifier,Change Variable Type,False,server/src/main/java/org/elasticsearch/index/codec/vectors/es818/MergeReaderWrapper.java
Change Method Access Modifier,Add Parameter,False,server/src/main/java/org/elasticsearch/search/fetch/subphase/highlight/HighlightBuilder.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/common/network/InetAddresses.java
Change Attribute Type,Rename Attribute,False,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/ValuesLongAggregator.java
Remove Parameter,Merge Parameter,False,server/src/main/java/org/elasticsearch/transport/SniffConnectionStrategy.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxIntAggregatorFunction.java
Change Parameter Type,Change Parameter Type,True,x-pack/plugin/esql/compute/src/main/generated-src/org/elasticsearch/compute/aggregation/LastOverTimeLongAggregator.java
Extract Method,Extract Method,True,server/src/main/java/org/elasticsearch/index/mapper/TextFieldMapper.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinIpAggregatorFunction.java
Extract Class,Extract Method,False,test/framework/src/main/java/org/elasticsearch/entitlement/bootstrap/TestEntitlementBootstrap.java
Rename Variable,Change Variable Type,False,x-pack/plugin/ilm/src/test/java/org/elasticsearch/xpack/cluster/metadata/MetadataMigrateToDataTiersRoutingServiceTests.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleBooleanGroupingAggregatorFunction.java
Change Variable Type,Change Variable Type,True,x-pack/plugin/ilm/src/test/java/org/elasticsearch/xpack/cluster/metadata/MetadataMigrateToDataTiersRoutingServiceTests.java
Move Method,Move Method,True,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxIpGroupingAggregatorFunction.java
Change Return Type,Change Parameter Type,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/lucene/LuceneQueryScoreEvaluatorTests.java
Remove Method Annotation,Remove Method Annotation,True,x-pack/plugin/sql/qa/jdbc/src/main/java/org/elasticsearch/xpack/sql/qa/jdbc/JdbcErrorsTestCase.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevDoubleGroupingAggregatorFunction.java
Remove Parameter,Remove Parameter,True,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/scalar/convert/ToAggregateMetricDouble.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleDoubleGroupingAggregatorFunction.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/transport/RemoteConnectionStrategy.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevFloatAggregatorFunction.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MedianAbsoluteDeviationFloatGroupingAggregatorFunction.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevLongAggregatorFunction.java
Add Parameter,Add Parameter,True,x-pack/plugin/esql/qa/testFixtures/src/main/java/org/elasticsearch/xpack/esql/CsvTestsDataLoader.java
Rename Method,Extract And Move Method,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/operator/OutputOperatorTests.java
Rename Variable,Change Parameter Type,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/aggregation/MaxLongAggregatorFunctionTests.java
Rename Parameter,Rename Parameter,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java
Change Attribute Access Modifier,Change Attribute Access Modifier,True,server/src/main/java/org/elasticsearch/index/mapper/BlockDocValuesReader.java
Rename Attribute,Rename Attribute,True,server/src/main/java/org/elasticsearch/index/snapshots/IndexShardSnapshotStatus.java
Remove Parameter,Parameterize Variable,False,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/WaitForSnapshotStep.java
Remove Parameter,Add Variable Annotation,False,x-pack/plugin/ilm/src/main/java/org/elasticsearch/xpack/cluster/metadata/MetadataMigrateToDataTiersRoutingService.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinBooleanGroupingAggregatorFunction.java
Add Parameter,Change Method Access Modifier,False,x-pack/plugin/esql-core/src/main/java/org/elasticsearch/xpack/esql/core/type/DateEsField.java
Add Parameter,Add Parameter,True,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataCreateIndexService.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentCartesianPointSourceValuesGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleBooleanGroupingAggregatorFunction.java
Extract Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SumDoubleGroupingAggregatorFunction.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctFloatGroupingAggregatorFunction.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/PercentileDoubleGroupingAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/rank/textsimilarity/TextSimilarityRankFeaturePhaseRankCoordinatorContext.java
Change Variable Type,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeDoubleGroupingAggregatorFunction.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoShapeSourceValuesAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopIpAggregatorFunction.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MinIpGroupingAggregatorFunction.java
Rename Parameter,Remove Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/RateDoubleGroupingAggregatorFunction.java
Change Return Type,Change Parameter Type,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/aggregate/Sum.java
Change Method Access Modifier,Change Variable Type,False,server/src/main/java/org/elasticsearch/snapshots/SnapshotsService.java
Change Parameter Type,Change Return Type,False,server/src/main/java/org/elasticsearch/repositories/RepositoriesStats.java
Change Method Access Modifier,Add Parameter,False,server/src/main/java/org/elasticsearch/cluster/routing/IndexRouting.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/MaxBytesRefAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/StdDevFloatAggregatorFunction.java
Add Parameter,Add Parameter,True,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/inference/rerank/RerankOperator.java
Rename Method,Add Parameter Modifier,False,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/data/DocVectorTests.java
Rename Parameter,Change Variable Type,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/LastOverTimeFloatGroupingAggregatorFunction.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/PercentileLongAggregatorFunction.java
Extract Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctIntGroupingAggregatorFunction.java
Change Parameter Type,Change Parameter Type,True,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/expression/function/AbstractFunctionTestCase.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongAggregatorFunction.java
Add Parameter,Extract Variable,False,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/planner/EsPhysicalOperationProviders.java
Rename Parameter,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctLongGroupingAggregatorFunction.java
Rename Variable,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/SampleIntGroupingAggregatorFunction.java
Rename Parameter,Replace Attribute With Variable,False,x-pack/plugin/esql/compute/gen/src/main/java/org/elasticsearch/compute/gen/AggregatorImplementer.java
Rename Variable,Rename Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopBooleanAggregatorFunction.java
Extract Method,Extract Method,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/PercentileDoubleAggregatorFunction.java
Extract Variable,Extract Variable,True,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/TopLongGroupingAggregatorFunction.java
Extract Variable,Rename Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java
Extract Class,Extract And Move Method,False,x-pack/plugin/slm/src/main/java/org/elasticsearch/xpack/slm/SnapshotLifecycleService.java
Rename Parameter,Extract Variable,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/CountDistinctDoubleGroupingAggregatorFunction.java
Move Attribute,Extract Attribute,False,server/src/main/java/org/elasticsearch/transport/RemoteClusterService.java
Rename Variable,Rename Parameter,False,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialExtentGeoPointDocValuesAggregatorFunction.java
