refactoring_type,predicted,correct,file_path
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/TransformerUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/EnumerationUtilsTest.java
Remove Method Annotation,Remove Method Annotation,True,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/CursorableLinkedListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multimap/HashSetValuedHashMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/CursorableLinkedListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/SetUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/MapUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/set/ListOrderedSetTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/CountingPredicateTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/SkippingIteratorTest.java
Add Class Annotation,Add Class Annotation,True,gson/src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java
Replace Anonymous With Lambda,Move Code,False,gson/src/test/java/com/google/gson/GsonTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/FluentIterableTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/ReverseListIteratorTest.java
Change Attribute Access Modifier,Change Attribute Access Modifier,True,gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/properties/EmptyPropertiesTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/properties/EmptyPropertiesTest.java
Remove Variable Modifier,Remove Parameter Modifier,False,gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java
Remove Variable Modifier,Remove Variable Modifier,True,gson/src/test/java/com/google/gson/GsonTest.java
Remove Class Annotation,Remove Variable Modifier,False,src/main/java/org/apache/commons/collections4/Predicate.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/PermutationIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/SetUniqueListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/DefaultAbstractLinkedListJava21Test.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/FixedSizeListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multimap/TransformedMultiValuedMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/UnmodifiableIteratorTest.java
Replace Anonymous With Lambda,Remove Variable Modifier,False,gson/src/test/java/com/google/gson/functional/CustomSerializerTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapTrackerTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bidimap/AbstractBidiMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/PredicatedListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,gson/src/test/java/com/google/gson/functional/NamingPolicyTest.java
Remove Variable Modifier,Remove Variable Modifier,True,proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithComplexAndRepeatedFieldsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/ListUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
Remove Variable Modifier,Remove Variable Modifier,True,gson/src/main/java/com/google/gson/internal/sql/SqlTimestampTypeAdapter.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/MapUtilsTest.java
Add Class Annotation,Add Class Annotation,True,gson/src/main/java/com/google/gson/internal/$Gson$Preconditions.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/TreeListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/PredicatedSortedMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bidimap/AbstractBidiMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/AbstractOrderedMapIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/SingletonIterator2Test.java
Add Method Annotation,Move Class,False,gson/src/test/java/com/google/gson/GsonTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/queue/AbstractQueueTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/FluentIterableTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/ListUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java
Modify Method Annotation,Change Method Access Modifier,False,src/test/java/org/apache/commons/collections4/collection/CompositeCollectionTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/Flat3MapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/collection/CompositeCollectionTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/collection/AbstractCollectionTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/TransformerUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java
Add Method Annotation,Modify Method Annotation,False,gson/src/test/java/com/google/gson/functional/Java17RecordTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/FixedSizeListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multimap/ArrayListValuedHashMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/AbstractIndexExtractorTest.java
Change Class Access Modifier,Extract Method,False,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultCellExtractorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/SetUniqueListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,gson/src/test/java/com/google/gson/functional/RuntimeTypeAdapterFactoryFunctionalTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/TransformerUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/LoopingIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java
Change Parameter Type,Rename Class,False,gson/src/main/java/com/google/gson/internal/$Gson$Types.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/MapUtilsTest.java
Remove Variable Modifier,Remove Variable Modifier,True,gson/src/test/java/com/google/gson/functional/ReflectionAccessTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/CursorableLinkedListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java
Change Method Access Modifier,Change Method Access Modifier,True,gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/AbstractCountingBloomFilterTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/queue/CircularFifoQueueTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/Collections701Test.java
Remove Parameter Modifier,Remove Parameter Modifier,True,gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java
Remove Variable Modifier,Remove Variable Modifier,True,gson/src/test/java/com/google/gson/GsonTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bidimap/AbstractOrderedBidiMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/LRUMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/keyvalue/MultiKeyTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractSortedMapTest.java
Change Class Access Modifier,Change Class Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/MultiKeyMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/AbstractBloomFilterTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/ListOrderedMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/properties/EmptyPropertiesTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/IterableUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/CursorableLinkedListTest.java
Remove Variable Modifier,Remove Parameter Modifier,False,gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/ReferenceMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/MapUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/AbstractCountingBloomFilterTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bidimap/DualTreeBidiMap2Test.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/set/CompositeSetTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/ReferenceMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/ArrayListIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/AbstractIndexExtractorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/ListUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java
Remove Class Modifier,Remove Class Modifier,True,gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bag/AbstractBagTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/CaseInsensitiveMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bag/TransformedBagTest.java
Change Class Access Modifier,Change Class Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBitMapExtractorTest.java
Change Class Access Modifier,Change Class Access Modifier,True,src/test/java/org/apache/commons/collections4/collection/IndexedCollectionTest.java
Remove Variable Modifier,Add Parameter Modifier,False,gson/src/test/java/com/google/gson/functional/MapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractIterableMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractMapTest.java
Add Parameter Modifier,Add Parameter Modifier,True,src/main/java/org/apache/commons/lang3/reflect/ConstructorUtils.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/MapUtilsTest.java
Remove Variable Modifier,Remove Variable Modifier,True,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bidimap/UnmodifiableOrderedBidiMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/MultiValueMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/CompositeMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/IterableUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Replace Anonymous With Lambda,Remove Parameter Modifier,False,gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/properties/EmptyPropertiesTest.java
Change Method Access Modifier,Change Method Access Modifier,True,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnFieldsTest.java
Replace Anonymous With Lambda,Replace Anonymous With Lambda,True,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multiset/UnmodifiableMultiSetTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/ArrayUtilsTest.java
Remove Variable Modifier,Remove Variable Modifier,True,gson/src/main/java/com/google/gson/internal/Excluder.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/AbstractLinkedListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multiset/AbstractMultiSetTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/list/CursorableLinkedListTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java
Rename Class,Rename Class,True,src/test/java/org/apache/commons/collections4/map/ListOrderedMapTest.java
Replace Anonymous With Lambda,Replace Anonymous With Lambda,True,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnClassesTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/LRUMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/set/UnmodifiableNavigableSetTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/map/AbstractMapTest.java
Change Method Access Modifier,Change Method Access Modifier,True,src/test/java/org/apache/commons/collections4/set/PredicatedNavigableSetTest.java
